Match_id,Team,Home_Away,Outcome,Goals,Opponent,Team_penalties,Penalties_outcome,Team_points,Match_Stadium,Team_pic_urls,League,Goal_Difference,matchAttendance,matchCity,matchState,matchReferee,match_ast_referee1,match_ast_referee2,match_fourth_official,match_VAR,match_ast_VAR,Possession1,Shots2,Shots_on_Goal3,Blocked_Shots4,Total_Passes5,Passing_Accuracy6,Corners7,Crosses8,Offsides9,Duels_Won10,Won_Tackles11,Saves12,Clearances13,Fouls14,Yellow_Cards15,Red_Cards16,Overall17,Attacking_Half18,Final_Third19,Crosses20,Goals21,On_Target22,Off_Target23,Blocked24,Goals_Conceded25,Shots_Against26,Clean_Sheets27,XG_Conceded28,Interceptions29,Goals30,On_Target31,Off_Target32,Blocked33,Overall34,Attacking_Half35,Final_Third36,Crosses37
47,Houston,Away,T,0,Pachuca,5,W,2,Shell Energy Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/HOU_logo_Full_Color_480x480.png",MLS,0,"10,438",Houston, Texas,Edgar Allan Morales Olvera,Enrique Martínez Sandoval,Michel Caballero Galicia,Ismael Rosario López Peñuelas,Óscar Mejía García,Mario Terrazas Chávez,50.1,13,2,4,334,75.5,7,11,0,56,14,2,13,11,3,0,75.5,61.3,62.9,22.2,0,2,7,4,0,15,0,0.9,15,0,2,7,4,75.5,61.3,62.9,22.2
48,Miami,Home,W,3,Orlando,0,NA,3,DRV PNK Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIA_logo_Full_Color_480x480.png",MLS,2,"20,181",Fort Lauderdale, Florida,Iván Arcides Barton Cisneros,David Moran,Henry Antonio Pupiro,Keylor Herrera Villalobos,Ricardo Montero,Benjamin Whitty,63.8,12,5,2,635,89.1,1,2,3,35,9,2,21,13,2,0,89.1,86.3,84.3,33.3,3,5,5,2,1,11,0,0.8,6,3,5,5,2,89.1,86.3,84.3,33.3
48,Orlando,Away,L,1,Miami,0,NA,0,DRV PNK Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/ORL_logo_Full_Color_480x480.png",MLS,2,"20,181",Fort Lauderdale, Florida,Iván Arcides Barton Cisneros,David Moran,Henry Antonio Pupiro,Keylor Herrera Villalobos,Ricardo Montero,Benjamin Whitty,36.2,11,3,3,342,83.6,5,18,2,38,8,2,5,14,5,0,83.6,72.7,74.1,13.6,1,3,5,3,3,12,0,2.4,10,1,3,5,3,83.6,72.7,74.1,13.6
49,LAFC,Home,W,7,Juárez,0,NA,3,BMO Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/LAFC_logo_Full_Color_480x480.png",MLS,6,"22,041",Los Angeles, CA,Marcos de Oliveira,Jairo Morales,Limanuel Sola-Morales,Tristley Bassue,Allen Chapman,Tyler Wyrostek,46.7,20,10,8,339,79.3,10,5,1,56,6,4,15,22,1,0,79.3,69.4,66.7,20,7,10,2,8,1,19,0,1.4,6,7,10,2,8,79.3,69.4,66.7,20
49,Juárez,Away,L,1,LAFC,0,NA,0,BMO Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-FCJ-480x480_ocvco7.png",Liga MX,6,"22,041",Los Angeles, CA,Marcos de Oliveira,Jairo Morales,Limanuel Sola-Morales,Tristley Bassue,Allen Chapman,Tyler Wyrostek,53.3,19,5,7,387,80.6,6,11,0,65,15,2,17,18,1,0,80.6,71.3,68.3,40,1,5,7,7,7,20,0,3.1,12,1,5,7,7,80.6,71.3,68.3,40
50,Atlas,Home,T,2,New England,7 ,L,1,Gillette Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-ATL-Dark-480x480_echrk5.png",Liga MX,0,"9,299",Foxborough, MA,Fernando Guerrero Ramírez,Michel Ricardo Espinoza Avalos,Leonardo Javier Castillo Rodríguez,Jesús Rafael López Valle,Diego Montaño Robles,Iván Arcides Barton Cisneros,42.8,13,8,2,351,78.6,3,12,3,31,6,4,19,14,2,1,78.6,67.8,67.3,14.3,2,8,3,2,2,15,0,1.8,10,2,8,3,2,78.6,67.8,67.3,14.3
50,New England,Away,T,2,Atlas,8,W,2,Gillette Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NE_logo_Full_Color_480x480.png",MLS,0,"9,299",Foxborough, MA,Fernando Guerrero Ramírez,Michel Ricardo Espinoza Avalos,Leonardo Javier Castillo Rodríguez,Jesús Rafael López Valle,Diego Montaño Robles,Iván Arcides Barton Cisneros,57.2,15,6,2,460,83.7,4,20,1,52,8,6,16,11,2,0,83.7,74.7,71.9,26.1,2,6,7,2,2,13,0,1.3,4,2,6,7,2,83.7,74.7,71.9,26.1
51,New York,Home,W,1,New York City,0,NA,3,Red Bull Arena,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/RBNY_logo_Full_Color_480x480.png",MLS,1,"11,004",Harrison, NJ,Daniel Quintero Huitrón,Mayra Alejandra Mora Cerero,Mauricio Nieto Torres,Abraham de Jesús Contreras,Ricardo Montero,Benjamin Whitty,36.5,7,3,2,302,67.5,3,3,3,64,18,3,16,24,5,0,67.5,62.6,60.5,60,1,3,2,2,0,7,1,0.4,6,1,3,2,2,67.5,62.6,60.5,60
51,New York City,Away,L,0,New York,0,NA,0,Red Bull Arena,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NYC_logo_Full_Color_480x480.png",MLS,1,"11,004",Harrison, NJ,Daniel Quintero Huitrón,Mayra Alejandra Mora Cerero,Mauricio Nieto Torres,Abraham de Jesús Contreras,Ricardo Montero,Benjamin Whitty,63.5,7,3,4,520,80.4,2,9,1,72,15,2,2,14,3,0,80.4,64.7,53.2,9.1,0,3,0,4,1,7,0,1.1,8,0,3,0,4,80.4,64.7,53.2,9.1
52,Philadelphia,Home,T,0,D.C.,5,W,2,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/PHI_logo_Full_Color_480x480.png",MLS,0,"17,731",Chester, PA,Rosendo Mendoza,Walter López,Christian Ramirez,Okeito Nicholson,Óscar Macías Romo,Daneion Parchment,51.9,8,3,1,364,77.8,3,15,2,38,5,3,13,17,3,0,77.8,64.7,56.5,16.7,0,3,4,1,0,10,1,0.7,14,0,3,4,1,77.8,64.7,56.5,16.7
52,D.C.,Away,T,0,Philadelphia,4 ,L,1,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/DC_logo_Full_Color_480x480.png",MLS,0,"17,731",Chester, PA,Rosendo Mendoza,Walter López,Christian Ramirez,Okeito Nicholson,Óscar Macías Romo,Daneion Parchment,48.1,10,3,3,337,72.4,6,13,0,54,7,3,16,16,0,0,72.4,58.4,61.5,5.3,0,3,4,3,0,8,1,1,8,0,3,4,3,72.4,58.4,61.5,5.3
53,Pumas,Home,L,0,Queretaro,0,NA,0,Audi Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-UNAM-480x480_eqz88y.png",Liga MX,1,948,Washington, District of Columbia,Guido Gonzales Jr.,Jeremy Kieso,Diego Blas,Filip Dujic,Allen Chapman,Tyler Wyrostek,64.9,24,6,5,533,83.1,8,17,1,61,12,3,12,14,3,0,83.1,74.3,73.2,28,0,6,13,5,1,10,0,0.5,7,0,6,13,5,83.1,74.3,73.2,28
53,Queretaro,Away,W,1,Pumas,0,NA,3,Audi Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-QRO-480x480_jprftz.png",Liga MX,1,948,Washington, District of Columbia,Guido Gonzales Jr.,Jeremy Kieso,Diego Blas,Filip Dujic,Allen Chapman,Tyler Wyrostek,35.1,10,4,4,289,69.9,2,12,3,62,9,6,20,17,3,0,69.9,62.1,53.9,42.9,1,4,2,4,0,24,1,2.9,12,1,4,2,4,69.9,62.1,53.9,42.9
54,Charlotte,Home,T,0,Cruz Azul,4,W,2,Toyota Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CLT_logo_Full_Color_480x480.png",MLS,0,"6,844",Frisco, Texas,Ismael Cornejo,Juan Zumba,Geovany García Lima,Christopher Mason,Erick Yair Miranda Galindo,Óscar Mejía García,47.6,4,1,2,417,83,3,13,3,40,9,3,20,13,1,0,83,73.1,73.3,18.8,0,1,1,2,0,11,1,0.6,9,0,1,1,2,83,73.1,73.3,18.8
54,Cruz Azul,Away,T,0,Charlotte,3 ,L,1,Toyota Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-CAZ-480x480_yl8vcz.png",Liga MX,0,"6,844",Frisco, Texas,Ismael Cornejo,Juan Zumba,Geovany García Lima,Christopher Mason,Erick Yair Miranda Galindo,Óscar Mejía García,52.4,11,3,3,471,82.4,4,7,1,38,7,1,11,13,2,0,82.4,67.7,62.1,12.5,0,3,5,3,0,4,1,0.3,10,0,3,5,3,82.4,67.7,62.1,12.5
55,Chicago,Home,L,0,América,0,NA,0,SeatGeek Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CHI_logo_Full_Color_480x480.png",MLS,1,"18,417",Bridgeview, Illinois,Walter López Castellanos,Keytzel Corrales,Helpys Feliz,Steffon Dewar,Daneion Parchment,Ricardo Montero,37.3,5,0,0,396,80.6,2,7,0,65,15,3,22,10,4,0,80.6,70.8,62.7,22.2,0,0,5,0,1,15,0,0.7,6,0,0,5,0,80.6,70.8,62.7,22.2
55,América,Away,W,1,Chicago,0,NA,3,SeatGeek Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-AME-480x480.png",Liga MX,1,"18,417",Bridgeview, Illinois,Walter López Castellanos,Keytzel Corrales,Helpys Feliz,Steffon Dewar,Daneion Parchment,Ricardo Montero,62.7,14,3,6,668,89.4,4,13,1,28,6,0,5,10,1,1,89.4,81.9,80.6,6.3,1,3,5,6,0,5,1,0.8,3,1,3,5,6,89.4,81.9,80.6,6.3
56,Cincinnati,Home,T,1,Nashville,4 ,L,1,TQL Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CIN_logo_Full_Color_480x480.png",MLS,0,"19,911",Cincinnati, Ohio,Nima Saghafi,William Arrieta,Kali Smith,Pierre-Luc Lauziere,Diego Montaño Robles,Fabio Tovar,66.1,13,4,2,553,88.3,8,11,1,43,8,4,16,11,0,0,88.3,80.6,78,11.1,1,4,7,2,1,8,0,0.7,3,1,4,7,2,88.3,80.6,78,11.1
56,Nashville,Away,T,1,Cincinnati,5,W,2,TQL Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NAS_logo_Full_Color_480x480.png",MLS,0,"19,911",Cincinnati, Ohio,Nima Saghafi,William Arrieta,Kali Smith,Pierre-Luc Lauziere,Diego Montaño Robles,Fabio Tovar,33.9,8,5,1,274,79.9,5,13,2,44,9,3,22,13,1,0,79.9,64.3,68.7,22.2,1,5,2,1,1,13,0,1.6,13,1,5,2,1,79.9,64.3,68.7,22.2
57,Columbus,Home,T,3,Minnesota,3 ,L,1,Lower.com Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CLB_logo_Full_Color_Black_480x480.png",MLS,0,"20,217",Columbus, Ohio,Reon Radix,Caleb Wales,Nicholas Anderson,Tristley Bassue,Benjamin Whitty,Iván Arcides Barton Cisneros,68,24,8,5,598,88.3,8,22,2,41,10,1,9,5,3,0,88.3,83.5,84.5,21.4,3,8,11,5,3,14,0,1.8,13,3,8,11,5,88.3,83.5,84.5,21.4
57,Minnesota,Away,T,3,Columbus,4,W,2,Lower.com Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIN_logo_Full_Color_480x480.png",MLS,0,"20,217",Columbus, Ohio,Reon Radix,Caleb Wales,Nicholas Anderson,Tristley Bassue,Benjamin Whitty,Iván Arcides Barton Cisneros,32,14,4,6,285,75.1,4,4,1,37,7,5,19,8,2,0,75.1,63.6,62.5,50,3,4,4,6,3,24,0,2.9,17,3,4,4,6,75.1,63.6,62.5,50
58,León,Home,L,1,Salt Lake,0,NA,0,America First Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-LEO-480x480_uqylpo.png",Liga MX,2,"17,436",Sandy, Utah,Benjamin Pineda,Pablo Israel Hernández Luna,Victor Ramirez,Iván Antonio López Sánchez,Luis Enrique Santander Aguirre,Ismael Cornejo,51.2,8,2,1,462,83.8,5,14,1,55,12,3,11,13,2,0,83.8,75.1,72.8,29.4,1,2,5,1,3,18,0,3.2,15,1,2,5,1,83.8,75.1,72.8,29.4
58,Salt Lake,Away,W,3,León,0,NA,3,America First Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/RSL_logo_Full_Color_480x480.png",MLS,2,"17,436",Sandy, Utah,Benjamin Pineda,Pablo Israel Hernández Luna,Victor Ramirez,Iván Antonio López Sánchez,Luis Enrique Santander Aguirre,Ismael Cornejo,48.8,18,6,7,439,81.8,5,14,1,53,11,1,12,8,2,0,81.8,70.5,63.3,21.1,3,6,5,7,1,8,0,0.6,11,3,6,5,7,81.8,70.5,63.3,21.1
59,Toluca,Home,W,4,Kansas City,0,NA,3,Children's Mercy Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TOL-480x480_zcoxzn.png",Liga MX,3,"15,121",Kansas City, Kansas,Jorge Abraham Camacho Peregrina,Manuel Alfonso Martínez Sánchez,Jaime Daniel González Ramírez,Víctor Alfonso Cáceres Hernández,Óscar Mejía García,Óscar Macías Romo,46.6,15,8,4,452,86.5,3,3,0,48,21,1,23,8,2,0,86.5,77.5,72.1,25,4,8,3,4,1,12,0,1.3,14,4,8,3,4,86.5,77.5,72.1,25
59,Kansas City,Away,L,1,Toluca,0,NA,0,Children's Mercy Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/KC_logo_Full_Color_480x480.png",MLS,3,"15,121",Kansas City, Kansas,Jorge Abraham Camacho Peregrina,Manuel Alfonso Martínez Sánchez,Jaime Daniel González Ramírez,Víctor Alfonso Cáceres Hernández,Óscar Mejía García,Óscar Macías Romo,53.4,12,2,4,498,87.3,11,14,3,38,7,5,1,12,1,0,87.3,79.8,79.3,20,1,2,6,4,4,16,0,3.9,7,1,2,6,4,87.3,79.8,79.3,20
60,Monterrey,Home,W,1,Portland,0,NA,3,Providence Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,1,"18,770",Portland, Oregon,Guillermo Pacheco Larios,Jair de Jesús Sosa García,Jesus Lorenzo Soto Davila,Randy Encarnación Solano,Allen Chapman,Tyler Wyrostek,51.5,13,5,4,399,78.7,4,13,5,63,16,4,36,9,4,0,78.7,72.8,73,25,1,5,4,4,0,17,1,1.2,9,1,5,4,4,78.7,72.8,73,25
60,Portland,Away,L,0,Monterrey,0,NA,0,Providence Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/POR_logo_Full_Color_480x480.png",MLS,1,"18,770",Portland, Oregon,Guillermo Pacheco Larios,Jair de Jesús Sosa García,Jesus Lorenzo Soto Davila,Randy Encarnación Solano,Allen Chapman,Tyler Wyrostek,48.5,17,4,3,357,75.3,8,29,0,62,20,4,20,12,3,0,75.3,65.3,61.7,26.5,0,4,10,3,1,13,0,1.2,11,0,4,10,3,75.3,65.3,61.7,26.5
61,Tigres,Home,T,1,Vancouver,5,W,2,BC Place,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TIG-480x480_hl2mpq.png",Liga MX,0,"13,703",Vancouver, BC,Lukasz Szpala,Chris Elliott,Kevin Lock,Keylor Herrera Villalobos,Erick Yair Miranda Galindo,Mario Terrazas Chávez,59.8,7,3,4,580,88.1,2,33,1,47,9,1,14,10,2,0,88.1,76.8,77.8,15.2,1,3,0,4,1,8,0,0.4,9,1,3,0,4,88.1,76.8,77.8,15.2
61,Vancouver,Away,T,1,Tigres,3 ,L,1,BC Place,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/VAN_logo_Full_Color_480x480.png",MLS,0,"13,703",Vancouver, BC,Lukasz Szpala,Chris Elliott,Kevin Lock,Keylor Herrera Villalobos,Erick Yair Miranda Galindo,Mario Terrazas Chávez,40.2,8,2,1,391,83.9,2,18,1,45,11,1,32,13,2,0,83.9,73.6,69.6,25,1,2,5,1,1,7,0,1,7,1,2,5,1,83.9,73.6,69.6,25
62,Dallas,Home,T,4,Miami,3 ,L,1,Toyota Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/DAL_logo_Full_Color_480x480.png",MLS,0,"19,096",Frisco, Texas,César Arturo Ramos Palazuelos,Alberto Morín Méndez,Marco Antonio Bisguerra Mendiola,Randy Encarnación Solano,Erick Yair Miranda Galindo,Ricardo Montero,33.4,12,4,1,334,82.9,1,11,2,40,14,1,12,9,1,0,82.9,77.1,76.3,41.7,4,4,7,1,4,13,0,0.9,10,4,4,7,1,82.9,77.1,76.3,41.7
62,Miami,Away,T,4,Dallas,5,W,2,Toyota Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIA_logo_Full_Color_480x480.png",MLS,0,"19,096",Frisco, Texas,César Arturo Ramos Palazuelos,Alberto Morín Méndez,Marco Antonio Bisguerra Mendiola,Randy Encarnación Solano,Erick Yair Miranda Galindo,Ricardo Montero,66.6,12,5,3,674,91.7,1,10,3,28,7,1,9,8,1,0,91.7,87.7,87.4,20,4,5,4,3,4,13,0,1.3,4,4,5,4,3,91.7,87.7,87.4,20
63,Queretaro,Home,T,1,New England,4,W,2,Gillette Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-QRO-480x480_jprftz.png",Liga MX,0,"8,895",Foxborough, MA,Daniel Quintero Huitrón,José Ibrahim Martínez Chavarría,Jéssica Fernanda Morales Morales,Jorge Abraham Camacho Peregrina,Erick Yair Miranda Galindo,Óscar Macías Romo,34.6,10,3,1,315,73.3,2,9,3,41,15,1,19,10,3,0,73.3,63.5,64.7,27.3,1,3,6,1,1,13,0,0.9,4,1,3,6,1,73.3,63.5,64.7,27.3
63,New England,Away,T,1,Queretaro,3 ,L,1,Gillette Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NE_logo_Full_Color_480x480.png",MLS,0,"8,895",Foxborough, MA,Daniel Quintero Huitrón,José Ibrahim Martínez Chavarría,Jéssica Fernanda Morales Morales,Jorge Abraham Camacho Peregrina,Erick Yair Miranda Galindo,Óscar Macías Romo,65.4,13,2,3,578,88.2,7,25,2,54,6,2,4,7,1,0,88.2,80,81.7,21.9,1,2,8,3,1,10,0,1,7,1,2,8,3,88.2,80,81.7,21.9
64,Charlotte,Home,W,2,Houston,0,NA,3,Shell Energy Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CLT_logo_Full_Color_480x480.png",MLS,1,"9,188",Houston, Texas,Pierre-Luc Lauziere,Lyes Arfa,Chris Elliott,Filip Dujic,Allen Chapman,Benjamin Whitty,51.8,14,6,4,449,84,9,14,0,47,10,2,6,15,1,0,84,75.8,73.3,31.8,2,6,4,4,1,7,0,1,7,2,6,4,4,84,75.8,73.3,31.8
64,Houston,Away,L,1,Charlotte,0,NA,0,Shell Energy Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/HOU_logo_Full_Color_480x480.png",MLS,1,"9,188",Houston, Texas,Pierre-Luc Lauziere,Lyes Arfa,Chris Elliott,Filip Dujic,Allen Chapman,Benjamin Whitty,48.2,7,3,3,428,82.5,2,6,4,34,6,4,21,13,2,0,82.5,69.8,63.9,42.9,1,3,1,3,2,15,0,1.5,10,1,3,1,3,82.5,69.8,63.9,42.9
65,América,Home,T,2,Nashville,5 ,L,1,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-AME-480x480.png",Liga MX,0,"24,662",Nashville, Tennessee,Selvin Brown,Roney Salinas,Jose Mangandi,Rosendo Mendoza,Erick Yair Miranda Galindo,Ismael Cornejo,60.8,16,6,5,600,87.8,7,23,2,45,12,3,11,9,2,0,87.8,79.8,80,12.5,2,6,5,5,2,10,0,1.3,8,2,6,5,5,87.8,79.8,80,12.5
65,Nashville,Away,T,2,América,6,W,2,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NAS_logo_Full_Color_480x480.png",MLS,0,"24,662",Nashville, Tennessee,Selvin Brown,Roney Salinas,Jose Mangandi,Rosendo Mendoza,Erick Yair Miranda Galindo,Ismael Cornejo,39.2,10,6,3,383,84.6,6,7,0,34,6,4,25,14,3,0,84.6,71.4,65.3,41.7,2,6,1,3,2,16,0,1.9,15,2,6,1,3,84.6,71.4,65.3,41.7
66,Philadelphia,Home,T,1,New York,4,W,2,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/PHI_logo_Full_Color_480x480.png",MLS,0,"10,279",Chester, PA,Víctor Alfonso Cáceres Hernández,Michel Alejandro Morales Morales,Pablo Israel Hernández Luna,Ismael Rosario López Peñuelas,Óscar Macías Romo,Benjamin Whitty,55.9,19,5,4,416,69.2,8,14,1,70,11,0,8,10,4,0,69.2,53.4,55.2,31.8,1,5,10,4,1,6,0,1.1,12,1,5,10,4,69.2,53.4,55.2,31.8
66,New York,Away,T,1,Philadelphia,3 ,L,1,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/RBNY_logo_Full_Color_480x480.png",MLS,0,"10,279",Chester, PA,Víctor Alfonso Cáceres Hernández,Michel Alejandro Morales Morales,Pablo Israel Hernández Luna,Ismael Rosario López Peñuelas,Óscar Macías Romo,Benjamin Whitty,44.1,6,1,1,336,62.2,1,9,1,46,4,3,22,20,1,0,62.2,55.9,52.3,30,1,1,4,1,1,19,0,1.6,18,1,1,4,1,62.2,55.9,52.3,30
67,Toluca,Home,T,2,Minnesota,2 ,L,1,Allianz Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TOL-480x480_zcoxzn.png",Liga MX,0,"18,187",St. Paul, MN,Victor Rivas,Jeremy Kieso,Jeremy Hanson,Nima Saghafi,Diego Montaño Robles,Tristley Bassue,69.8,29,6,12,571,87.7,13,16,1,60,8,1,6,7,3,0,87.7,80.7,80.3,41.7,2,6,11,12,2,7,0,1,7,2,6,11,12,87.7,80.7,80.3,41.7
67,Minnesota,Away,T,2,Toluca,4,W,2,Allianz Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIN_logo_Full_Color_480x480.png",MLS,0,"18,187",St. Paul, MN,Victor Rivas,Jeremy Kieso,Jeremy Hanson,Nima Saghafi,Diego Montaño Robles,Tristley Bassue,30.2,7,3,3,252,70.2,1,5,2,48,11,4,19,14,4,1,70.2,57.9,61.8,16.7,2,3,1,3,2,29,0,2.4,7,2,3,1,3,70.2,57.9,61.8,16.7
68,Tigres,Home,L,0,Monterrey,0,NA,0,Shell Energy Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TIG-480x480_hl2mpq.png",Liga MX,1,"20,104",Houston, Texas,Ismail Elfath,Kyle Atkins,Diego Blas,Oshane Nation,Allen Chapman,Jozef Batko,54.2,8,2,2,423,86,7,15,1,49,8,4,18,10,7,1,86,66.8,66,26.3,0,2,4,2,1,16,0,1.4,4,0,2,4,2,86,66.8,66,26.3
68,Monterrey,Away,W,1,Tigres,0,NA,3,Shell Energy Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,1,"20,104",Houston, Texas,Ismail Elfath,Kyle Atkins,Diego Blas,Oshane Nation,Allen Chapman,Jozef Batko,45.8,16,6,5,359,85,10,4,1,31,6,2,13,15,4,0,85,77.2,73.1,25,1,6,5,5,0,8,1,0.3,7,1,6,5,5,85,77.2,73.1,25
69,LAFC,Home,W,4,Salt Lake,0,NA,3,BMO Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/LAFC_logo_Full_Color_480x480.png",MLS,4,"17,728",Los Angeles, CA,Rubiel Vazquez,Nick Uranga,Jose Da Silva,Reon Radix,Óscar Macías Romo,Daneion Parchment,53.1,19,9,3,456,83.1,7,11,3,49,15,0,12,12,2,0,83.1,73.6,72.8,27.8,4,9,7,3,0,10,1,0.5,12,4,9,7,3,83.1,73.6,72.8,27.8
69,Salt Lake,Away,L,0,LAFC,0,NA,0,BMO Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/RSL_logo_Full_Color_480x480.png",MLS,4,"17,728",Los Angeles, CA,Rubiel Vazquez,Nick Uranga,Jose Da Silva,Reon Radix,Óscar Macías Romo,Daneion Parchment,46.9,10,0,2,400,80,2,12,1,41,9,5,19,8,0,0,80,68.7,67,28.6,0,0,8,2,4,19,0,1.9,13,0,0,8,2,80,68.7,67,28.6
70,Miami,Home,W,4,Charlotte,0,NA,3,DRV PNK Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIA_logo_Full_Color_480x480.png",MLS,4,"20,368",Fort Lauderdale, Florida,Ismail Elfath,Corey Parker,Kyle Atkins,Rubiel Vazquez,Allen Chapman,Fabio Tovar,62,9,7,2,701,90.3,3,4,2,41,6,2,18,6,1,0,90.3,82.3,76.2,0,4,7,0,2,0,9,1,1,12,4,7,0,2,90.3,82.3,76.2,0
70,Charlotte,Away,L,0,Miami,0,NA,0,DRV PNK Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CLT_logo_Full_Color_480x480.png",MLS,4,"20,368",Fort Lauderdale, Florida,Ismail Elfath,Corey Parker,Kyle Atkins,Rubiel Vazquez,Allen Chapman,Fabio Tovar,38,9,2,3,416,87,3,16,3,28,4,4,6,13,2,0,87,77,77.5,10.5,0,2,4,3,4,10,0,2.5,12,0,2,4,3,87,77,77.5,10.5
71,Nashville,Home,W,5,Minnesota,0,NA,3,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NAS_logo_Full_Color_480x480.png",MLS,5,"19,915",Nashville, Tennessee,Juan Calderón,William Arrieta,Henry Antonio Pupiro,David Gómez,Diego Montaño Robles,Óscar Macías Romo,65.9,20,7,6,604,92.7,5,18,2,29,9,3,4,11,0,0,92.7,85.1,82.6,22.7,5,7,7,6,0,9,1,0.5,4,5,7,7,6,92.7,85.1,82.6,22.7
