Match_id,Team,Home_Away,Outcome,Goals,Opponent,Team_penalties,Penalties_outcome,Team_points,Match_Stadium,Team_pic_urls,League,Goal_Difference,matchAttendance,matchCity,matchState,matchReferee,match_ast_referee1,match_ast_referee2,match_fourth_official,match_VAR,match_ast_VAR,Possession1,Shots2,Shots_on_Goal3,Blocked_Shots4,Total_Passes5,Passing_Accuracy6,Corners7,Crosses8,Offsides9,Duels_Won10,Won_Tackles11,Saves12,Clearances13,Fouls14,Yellow_Cards15,Red_Cards16,Overall17,Attacking_Half18,Final_Third19,Crosses20,Goals21,On_Target22,Off_Target23,Blocked24,Goals_Conceded25,Shots_Against26,Clean_Sheets27,XG_Conceded28,Interceptions29,Goals30,On_Target31,Off_Target32,Blocked33,Overall34,Attacking_Half35,Final_Third36,Crosses37
23,New England,Away,W,5,San Luis,0,NA,3,Gillette Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NE_logo_Full_Color_480x480.png",MLS,4,"12,327",Foxborough, MA,Rubiel Vazquez,Lyes Arfa,Jesus Lorenzo Soto Davila,Melvin Matamoros,Luis Enrique Santander Aguirre,Benjamin Whitty,51.8,16,8,1,522,90.6,2,9,1,42,6,6,17,6,1,0,90.6,80.9,75.8,30,5,8,7,1,1,15,0,1,8,5,8,7,1,90.6,80.9,75.8,30
24,Monterrey,Home,W,3,Salt Lake,0,NA,3,America First Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,3,"20,734",Sandy, Utah,Rosendo Mendoza,Diego Blas,Carlos Fernandez,Raúl Castro,Erick Yair Miranda Galindo,Óscar Macías Romo,46.6,8,5,0,416,86.1,5,10,2,35,6,3,11,10,2,0,86.1,77.2,64.8,40,3,5,3,0,0,15,1,2,8,3,5,3,0,86.1,77.2,64.8,40
24,Salt Lake,Away,L,0,Monterrey,0,NA,0,America First Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/RSL_logo_Full_Color_480x480.png",MLS,3,"20,734",Sandy, Utah,Rosendo Mendoza,Diego Blas,Carlos Fernandez,Raúl Castro,Erick Yair Miranda Galindo,Óscar Macías Romo,53.4,15,3,4,480,86.9,4,10,0,48,9,3,7,13,1,0,86.9,77.8,68,28.6,0,3,8,4,3,9,0,1,5,0,3,8,4,86.9,77.8,68,28.6
25,LA,Home,L,0,León,0,NA,0,Dignity Health Sports Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/LA_logo_Full_Color_480x480.png",MLS,1,"20,776",Carson, California,Juan Calderón,William Arrieta,Henry Antonio Pupiro,David Gómez,Benjamin Whitty,Luis Enrique Santander Aguirre,55.3,10,3,2,535,87.8,2,8,1,47,4,4,11,11,1,0,87.8,79.4,70.3,22.2,0,3,5,2,1,12,0,2.1,7,0,3,5,2,87.8,79.4,70.3,22.2
25,León,Away,W,1,LA,0,NA,3,Dignity Health Sports Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-LEO-480x480_uqylpo.png",Liga MX,1,"20,776",Carson, California,Juan Calderón,William Arrieta,Henry Antonio Pupiro,David Gómez,Benjamin Whitty,Luis Enrique Santander Aguirre,44.7,12,5,3,421,85,6,14,5,48,10,3,9,17,2,0,85,78.4,81.3,23.5,1,5,4,3,0,10,1,1.2,4,1,5,4,3,85,78.4,81.3,23.5
26,Tigres,Home,W,2,Portland,0,NA,3,Providence Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TIG-480x480_hl2mpq.png",Liga MX,1,"21,755",Portland, Oregon,Walter López Castellanos,Keytzel Corrales,Juan Tipaz,Jefferson Escobar,Óscar Mejía García,Mario Terrazas Chávez,65.7,9,3,1,560,86.3,5,22,3,65,13,1,22,14,4,0,86.3,82.8,82.8,26.1,2,3,5,1,1,8,0,0.6,13,2,3,5,1,86.3,82.8,82.8,26.1
26,Portland,Away,L,1,Tigres,0,NA,0,Providence Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/POR_logo_Full_Color_480x480.png",MLS,1,"21,755",Portland, Oregon,Walter López Castellanos,Keytzel Corrales,Juan Tipaz,Jefferson Escobar,Óscar Mejía García,Mario Terrazas Chávez,34.3,8,2,5,290,72.8,5,10,1,57,9,1,18,16,1,1,72.8,62.2,60.8,20,1,2,1,5,2,9,0,1.5,14,1,2,1,5,72.8,62.2,60.8,20
27,Minnesota,Home,L,2,Chicago,0,NA,0,Allianz Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIN_logo_Full_Color_480x480.png",MLS,1,"18,419",St. Paul, MN,Nima Saghafi,Wasnah Shavan Barnarde,Kedlee Powell,Okeito Nicholson,Benjamin Whitty,Erick Yair Miranda Galindo,45.4,16,5,3,382,84.3,3,11,0,52,11,1,13,16,2,0,84.3,70.7,73.2,7.7,2,5,8,3,3,10,0,1.5,7,2,5,8,3,84.3,70.7,73.2,7.7
27,Chicago,Away,W,3,Minnesota,0,NA,3,Allianz Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CHI_logo_Full_Color_480x480.png",MLS,1,"18,419",St. Paul, MN,Nima Saghafi,Wasnah Shavan Barnarde,Kedlee Powell,Okeito Nicholson,Benjamin Whitty,Erick Yair Miranda Galindo,54.6,10,4,2,463,88.5,4,9,0,44,8,3,16,11,2,0,88.5,82,81,7.7,3,4,4,2,2,16,0,1.2,15,3,4,4,2,88.5,82,81,7.7
28,Nashville,Home,L,3,Toluca,0,NA,0,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NAS_logo_Full_Color_480x480.png",MLS,1,"19,817",Nashville, Tennessee,Ricardo Montero,Henry Antonio Pupiro,Victor Ramirez,Steffon Dewar,Luis Enrique Santander Aguirre,Óscar Macías Romo,38.9,12,5,2,336,83.3,2,15,2,61,17,4,11,9,4,1,83.3,70.7,63.6,47.1,3,5,5,2,4,16,0,4,8,3,5,5,2,83.3,70.7,63.6,47.1
28,Toluca,Away,W,4,Nashville,0,NA,3,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TOL-480x480_zcoxzn.png",Liga MX,1,"19,817",Nashville, Tennessee,Ricardo Montero,Henry Antonio Pupiro,Victor Ramirez,Steffon Dewar,Luis Enrique Santander Aguirre,Óscar Macías Romo,61.1,16,9,3,552,88,1,6,0,41,16,2,9,15,2,0,88,85.1,83.9,16.7,4,9,4,3,3,12,0,2,3,4,9,4,3,88,85.1,83.9,16.7
29,América,Home,W,4,St. Louis,0,NA,3,CITYPARK,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-AME-480x480.png",Liga MX,4,"22,430",St. Louis, Missouri,Selvin Brown,Roney Salinas,Luis Paz,Jaime Herrera,Diego Montaño Robles,Jorge Abraham Camacho Peregrina,61.1,16,7,2,575,87.8,2,4,0,40,9,4,11,10,1,0,87.8,80.3,75.3,40,4,7,7,2,0,9,1,0.3,4,4,7,7,2,87.8,80.3,75.3,40
29,St. Louis,Away,L,0,América,0,NA,0,CITYPARK,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/STL_logo_Full_Color_480x480.png",MLS,4,"22,430",St. Louis, Missouri,Selvin Brown,Roney Salinas,Luis Paz,Jaime Herrera,Diego Montaño Robles,Jorge Abraham Camacho Peregrina,38.9,9,4,4,358,82.7,1,7,1,41,9,3,9,12,4,0,82.7,71.2,70.2,0,0,4,1,4,4,16,0,2.9,9,0,4,1,4,82.7,71.2,70.2,0
30,Chivas,Home,L,1,Cincinnati,0,NA,0,TQL Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-GDL-480x480_iueopo.png",Liga MX,2,"25,143",Cincinnati, Ohio,Benjamin Pineda,Juan Carlos Mora,William Chow,Julio Luna,Allen Chapman,Tristley Bassue,46,11,1,6,440,85.7,15,18,1,44,8,3,4,11,1,1,85.7,69.8,70,17.2,1,1,4,6,3,13,0,2.8,6,1,1,4,6,85.7,69.8,70,17.2
30,Cincinnati,Away,W,3,Chivas,0,NA,3,TQL Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CIN_logo_Full_Color_480x480.png",MLS,2,"25,143",Cincinnati, Ohio,Benjamin Pineda,Juan Carlos Mora,William Chow,Julio Luna,Allen Chapman,Tristley Bassue,54,13,6,3,547,89.4,3,4,0,52,12,0,26,9,2,0,89.4,84.4,80.7,33.3,3,6,4,3,1,11,0,0.5,4,3,6,4,3,89.4,84.4,80.7,33.3
31,Cruz Azul,Home,T,1,Atlanta,5,W,2,Mercedes-Benz Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-CAZ-480x480_yl8vcz.png",Liga MX,0,"41,108",Atlanta, Georgia,Oliver Vergara,Ronald Bruña,Alejandro Camarena,Jaime Herrera,Benjamin Pineda,Jorge Abraham Camacho Peregrina,39.9,6,3,2,339,75.5,6,7,0,51,10,3,12,18,3,0,75.5,59.9,59.2,10,1,3,1,2,1,15,0,0.9,6,1,3,1,2,75.5,59.9,59.2,10
31,Atlanta,Away,T,1,Cruz Azul,4 ,L,1,Mercedes-Benz Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/ATL_Club_logo_Full_Color_480x480.png",MLS,0,"41,108",Atlanta, Georgia,Oliver Vergara,Ronald Bruña,Alejandro Camarena,Jaime Herrera,Benjamin Pineda,Jorge Abraham Camacho Peregrina,60.1,15,4,5,519,87.7,6,7,1,59,6,2,18,16,5,0,87.7,80.2,79.2,23.1,1,4,6,5,1,6,0,0.5,4,1,4,6,5,87.7,80.2,79.2,23.1
32,Necaxa,Home,L,1,Charlotte,0,NA,0,Bank of America Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-NEX-480x480_r6drrw.png",Liga MX,3,"29,575",Charlotte, NC,Guido Gonzales Jr.,Jose Da Silva,Keytzel Corrales,Okeito Nicholson,David Barrie,Tyler Wyrostek,31.3,9,2,3,258,73.6,4,17,1,55,7,3,16,14,4,1,73.6,62.6,67.1,20,1,2,4,3,4,10,0,1.9,10,1,2,4,3,73.6,62.6,67.1,20
32,Charlotte,Away,W,4,Necaxa,0,NA,3,Bank of America Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CLT_logo_Full_Color_480x480.png",MLS,3,"29,575",Charlotte, NC,Guido Gonzales Jr.,Jose Da Silva,Keytzel Corrales,Okeito Nicholson,David Barrie,Tyler Wyrostek,68.7,10,7,0,597,84.9,5,13,0,44,10,1,13,17,4,0,84.9,74.5,69.4,29.4,4,7,3,0,1,9,0,1.2,9,4,7,3,0,84.9,74.5,69.4,29.4
33,Santos Laguna,Home,L,2,Orlando,0,NA,0,Exploria Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-SAN-480x480_lp3xqc.png",Liga MX,1,"16,313",Orlando, Florida,Victor Rivas,Jair de Jesús Sosa García,Jesus Lorenzo Soto Davila,Kwinsi Williams,Rosendo Mendoza,Fabio Tovar,45.6,16,5,1,312,80.5,3,14,1,57,11,2,26,13,4,0,80.5,69.3,74.3,17.6,2,5,10,1,3,11,0,1.4,7,2,5,10,1,80.5,69.3,74.3,17.6
33,Orlando,Away,W,3,Santos Laguna,0,NA,3,Exploria Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/ORL_logo_Full_Color_480x480.png",MLS,1,"16,313",Orlando, Florida,Victor Rivas,Jair de Jesús Sosa García,Jesus Lorenzo Soto Davila,Kwinsi Williams,Rosendo Mendoza,Fabio Tovar,54.4,11,5,2,375,81.9,3,16,1,45,7,3,15,15,3,0,81.9,74.5,75.4,31.6,3,5,4,2,2,16,0,2.1,7,3,5,4,2,81.9,74.5,75.4,31.6
34,Austin,Home,L,1,Juárez,0,NA,0,Q2 Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/ATX_Club_logo_Full_Color_480x480.png",MLS,2,"20,738",Austin, Texas,Ismael Rosario López Peñuelas,Enrique Martínez Sandoval,Jonathan Maximiliano Gómez Olmos,Melvin Matamoros,Guillermo Pacheco Larios,Mario Terrazas Chávez,61.2,16,5,5,465,89,4,13,2,35,3,3,6,7,2,0,89,80.5,80,25,1,5,6,5,3,19,0,1.3,1,1,5,6,5,89,80.5,80,25
34,Juárez,Away,W,3,Austin,0,NA,3,Q2 Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-FCJ-480x480_ocvco7.png",Liga MX,2,"20,738",Austin, Texas,Ismael Rosario López Peñuelas,Enrique Martínez Sandoval,Jonathan Maximiliano Gómez Olmos,Melvin Matamoros,Guillermo Pacheco Larios,Mario Terrazas Chávez,38.8,19,6,3,301,78.4,4,4,0,33,7,2,21,7,3,0,78.4,66.5,67.2,28.6,3,6,10,3,1,16,0,1.2,5,3,6,10,3,78.4,66.5,67.2,28.6
35,Pumas,Home,W,3,D.C.,0,NA,3,Audi Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-UNAM-480x480_eqz88y.png",Liga MX,3,"14,599",Washington, District of Columbia,Oshane Nation,Zachari Zeegelaar,Ojay Duhaney,Shavin Greene,Diego Montaño Robles,Óscar Macías Romo,47.3,19,6,6,439,86.6,6,7,2,49,10,0,16,15,0,0,86.6,72.4,71.1,20,3,6,7,6,0,5,1,0.7,9,3,6,7,6,86.6,72.4,71.1,20
35,D.C.,Away,L,0,Pumas,0,NA,0,Audi Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/DC_logo_Full_Color_480x480.png",MLS,3,"14,599",Washington, District of Columbia,Oshane Nation,Zachari Zeegelaar,Ojay Duhaney,Shavin Greene,Diego Montaño Robles,Óscar Macías Romo,52.7,5,0,1,481,83.8,4,13,2,42,4,3,8,10,2,0,83.8,73.2,69.5,25,0,0,4,1,3,19,0,1.5,3,0,0,4,1,83.8,73.2,69.5,25
36,Atlas,Home,W,1,Toronto,0,NA,3,BMO Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-ATL-Dark-480x480_echrk5.png",Liga MX,1,"24,633",Toronto, ON,Nima Saghafi,José Ibrahim Martínez Chavarría,Helpys Feliz,Tristley Bassue,David Barrie,Tyler Wyrostek,52.3,12,4,2,480,83.3,4,17,2,54,13,6,14,21,1,0,83.3,71.4,75.3,22.2,1,4,6,2,0,13,1,0.5,16,1,4,6,2,83.3,71.4,75.3,22.2
36,Toronto,Away,L,0,Atlas,0,NA,0,BMO Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/TOR_logo_Full_Color_480x480.png",MLS,1,"24,633",Toronto, ON,Nima Saghafi,José Ibrahim Martínez Chavarría,Helpys Feliz,Tristley Bassue,David Barrie,Tyler Wyrostek,47.7,13,6,3,441,81,5,10,0,60,8,3,22,12,1,0,81,71.1,69.9,14.3,0,6,4,3,1,12,0,1.1,9,0,6,4,3,81,71.1,69.9,14.3
37,New York,Home,W,2,San Luis,0,NA,3,Red Bull Arena,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/RBNY_logo_Full_Color_480x480.png",MLS,1,"10,421",Harrison, NJ,Iván Antonio López Sánchez,Manuel Alfonso Martínez Sánchez,Mauricio Nieto Torres,Raúl Castro,Benjamin Pineda,Benjamin Whitty,44.8,18,6,7,296,71,13,10,2,66,15,4,13,17,3,0,71,63,65.6,36.4,2,6,5,7,1,12,0,1.5,10,2,6,5,7,71,63,65.6,36.4
37,San Luis,Away,L,1,New York,0,NA,0,Red Bull Arena,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/ASL_480_ymebbx.png",Liga MX,1,"10,421",Harrison, NJ,Iván Antonio López Sánchez,Manuel Alfonso Martínez Sánchez,Mauricio Nieto Torres,Raúl Castro,Benjamin Pineda,Benjamin Whitty,55.2,12,5,5,384,75,3,4,1,72,18,4,20,13,3,0,75,63.2,54,42.9,1,5,2,5,2,18,0,2.2,8,1,5,2,5,75,63.2,54,42.9
38,Tijuana,Home,L,0,Queretaro,0,NA,0,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TIJ-480x480_bzdds9.png",Liga MX,1,"1,000",Chester, PA,Abraham de Jesús Contreras,Michel Caballero Galicia,Kedlee Powell,Julio Luna,Guillermo Pacheco Larios,Mario Terrazas Chávez,64.5,16,5,6,495,81.2,11,25,3,67,12,1,8,12,0,0,81.2,72.7,70.5,25,0,5,5,6,1,9,0,0.9,10,0,5,5,6,81.2,72.7,70.5,25
38,Queretaro,Away,W,1,Tijuana,0,NA,3,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-QRO-480x480_jprftz.png",Liga MX,1,"1,000",Chester, PA,Abraham de Jesús Contreras,Michel Caballero Galicia,Kedlee Powell,Julio Luna,Guillermo Pacheco Larios,Mario Terrazas Chávez,35.5,9,2,2,280,67.1,3,10,1,61,11,5,25,15,2,0,67.1,57.9,60.3,45.5,1,2,5,2,0,16,1,0.6,13,1,2,5,2,67.1,57.9,60.3,45.5
39,LA,Home,L,1,Vancouver,0,NA,0,Dignity Health Sports Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/LA_logo_Full_Color_480x480.png",MLS,1,"14,787",Carson, California,Walter López Castellanos,Jeremy Hanson,Juan Tipaz,Steffon Dewar,Rosendo Mendoza,Fabio Tovar,61.4,16,3,5,628,88.4,4,5,0,40,9,2,9,13,1,0,88.4,81.7,77.8,0,1,3,8,5,2,11,0,1.5,12,1,3,8,5,88.4,81.7,77.8,0
39,Vancouver,Away,W,2,LA,0,NA,3,Dignity Health Sports Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/VAN_logo_Full_Color_480x480.png",MLS,1,"14,787",Carson, California,Walter López Castellanos,Jeremy Hanson,Juan Tipaz,Steffon Dewar,Rosendo Mendoza,Fabio Tovar,38.6,10,3,1,384,85.2,5,11,0,33,5,2,15,9,1,0,85.2,73.2,74.4,13.3,2,3,6,1,1,16,0,1.3,15,2,3,6,1,85.2,73.2,74.4,13.3
40,Monterrey,Home,W,4,Seattle,0,NA,3,Lumen Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,2,"33,508",Seattle, WA,Bryan López,Leonardo Javier Castillo Rodríguez,Rodrigo Sansores,Daniel Quintero Huitrón,Óscar Macías Romo,Diego Montaño Robles,50.6,17,9,1,466,85.6,8,21,0,45,13,3,15,10,1,0,85.6,79.7,80.9,25.9,4,9,7,1,2,10,0,0.9,8,4,9,7,1,85.6,79.7,80.9,25.9
40,Seattle,Away,L,2,Monterrey,0,NA,0,Lumen Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/SEA_logo_Full_Color_480x480.png",MLS,2,"33,508",Seattle, WA,Bryan López,Leonardo Javier Castillo Rodríguez,Rodrigo Sansores,Daniel Quintero Huitrón,Óscar Macías Romo,Diego Montaño Robles,49.4,10,5,1,465,86.2,6,15,1,38,8,5,28,13,2,1,86.2,74.4,72.6,15,2,5,4,1,4,17,0,3.2,7,2,5,4,1,86.2,74.4,72.6,15
41,Tigres,Home,W,1,San Jose,0,NA,3,PayPal Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TIG-480x480_hl2mpq.png",Liga MX,1,"17,449",San Jose, CA,Marcos de Oliveira,Jairo Morales,Limanuel Sola-Morales,Jefferson Escobar,Guido Gonzales Jr.,Benjamin Pineda,56.2,11,4,2,521,86.2,7,13,1,42,10,4,25,8,1,0,86.2,74.9,77.8,23.5,1,4,5,2,0,17,1,1.2,7,1,4,5,2,86.2,74.9,77.8,23.5
41,San Jose,Away,L,0,Tigres,0,NA,0,PayPal Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/SJ_logo_Full_Color_480x480.png",MLS,1,"17,449",San Jose, CA,Marcos de Oliveira,Jairo Morales,Limanuel Sola-Morales,Jefferson Escobar,Guido Gonzales Jr.,Benjamin Pineda,43.8,17,4,3,387,82.4,10,22,1,45,9,2,8,9,2,0,82.4,69.5,72,33.3,0,4,10,3,1,11,0,1.1,5,0,4,10,3,82.4,69.5,72,33.3
42,América,Home,L,1,Columbus,0,NA,0,Lower.com Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-AME-480x480.png",Liga MX,3,"20,217",Columbus, Ohio,Fernando Guerrero Ramírez,Pablo Israel Hernández Luna,Michel Ricardo Espinoza Avalos,Melvin Matamoros,Rosendo Mendoza,Fabio Tovar,52.1,15,9,1,567,87.8,1,10,4,45,7,2,9,13,0,0,87.8,76.7,76.7,18.2,1,9,5,1,4,11,0,2.6,6,1,9,5,1,87.8,76.7,76.7,18.2
42,Columbus,Away,W,4,América,0,NA,3,Lower.com Field,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CLB_logo_Full_Color_Black_480x480.png",MLS,3,"20,217",Columbus, Ohio,Fernando Guerrero Ramírez,Pablo Israel Hernández Luna,Michel Ricardo Espinoza Avalos,Melvin Matamoros,Rosendo Mendoza,Fabio Tovar,47.9,11,6,1,524,87.2,0,6,1,45,9,8,5,11,0,0,87.2,80.8,76.3,16.7,4,6,4,1,1,15,0,1.3,14,4,6,4,1,87.2,80.8,76.3,16.7
43,Puebla,Home,T,1,Chicago,9 ,W,2,SeatGeek Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-PUE-480x480_blgkam.png",Liga MX,0,"12,619",Bridgeview, Illinois,Jesús Rafael López Valle,Michel Alejandro Morales Morales,Oscar Yahir Barriga Castro,Randy Encarnación Solano,Benjamin Pineda,Jorge Abraham Camacho Peregrina,52,14,5,2,428,84.3,7,19,2,57,13,7,39,10,1,1,84.3,69.4,66.7,30.8,1,5,7,2,1,21,0,2.5,6,1,5,7,2,84.3,69.4,66.7,30.8
43,Chicago,Away,T,1,Puebla,10,L,1,SeatGeek Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/CHI_logo_Full_Color_480x480.png",MLS,0,"12,619",Bridgeview, Illinois,Jesús Rafael López Valle,Michel Alejandro Morales Morales,Oscar Yahir Barriga Castro,Randy Encarnación Solano,Benjamin Pineda,Jorge Abraham Camacho Peregrina,48,21,9,4,382,84,14,24,1,39,11,4,23,12,2,0,84,71.6,75.4,18.4,1,9,8,4,1,14,0,0.4,5,1,9,8,4,84,71.6,75.4,18.4
44,Chivas,Home,L,0,Kansas City,0,NA,0,Children's Mercy Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-GDL-480x480_iueopo.png",Liga MX,1,"20,373",Kansas City, Kansas,Lukasz Szpala,Nick Uranga,José Ojeda,Kwinsi Williams,David Barrie,Tyler Wyrostek,37.2,7,1,1,387,84.8,3,9,0,44,10,2,13,16,3,0,84.8,68.8,64.8,27.3,0,1,5,1,1,14,0,0.9,11,0,1,5,1,84.8,68.8,64.8,27.3
44,Kansas City,Away,W,1,Chivas,0,NA,3,Children's Mercy Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/KC_logo_Full_Color_480x480.png",MLS,1,"20,373",Kansas City, Kansas,Lukasz Szpala,Nick Uranga,José Ojeda,Kwinsi Williams,David Barrie,Tyler Wyrostek,62.8,14,3,4,663,89.7,3,7,1,60,14,1,13,9,0,0,89.7,83.4,79.5,11.1,1,3,7,4,0,7,1,0.1,5,1,3,7,4,89.7,83.4,79.5,11.1
45,Toluca,Home,W,4,Colorado,0,NA,3,Dick's Sporting Goods Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-TOL-480x480_zcoxzn.png",Liga MX,3,"15,388",Commerce City, Colorado,Selvin Brown,Mayra Alejandra Mora Cerero,Jaime Daniel González Ramírez,Okeito Nicholson,Guido Gonzales Jr.,Benjamin Whitty,62.3,12,6,4,548,86,6,9,2,52,12,2,21,19,3,0,86,79.4,79.4,35.7,4,6,2,4,1,15,0,1.3,3,4,6,2,4,86,79.4,79.4,35.7
45,Colorado,Away,L,1,Toluca,0,NA,0,Dick's Sporting Goods Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/COL_logo_Full_Color_480x480.png",MLS,3,"15,388",Commerce City, Colorado,Selvin Brown,Mayra Alejandra Mora Cerero,Jaime Daniel González Ramírez,Okeito Nicholson,Guido Gonzales Jr.,Benjamin Whitty,37.7,15,3,4,316,84.5,6,15,2,46,4,2,8,10,3,0,84.5,69.6,72.6,4.8,1,3,8,4,4,12,0,2.5,7,1,3,8,4,84.5,69.6,72.6,4.8
46,Mazatlán,Home,L,1,Dallas,0,NA,0,Toyota Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-MAZ-480x480_jjpj81.png",Liga MX,1,"6,844",Frisco, Texas,Oshane Nation,Zachari Zeegelaar,Ojay Duhaney,Steffon Dewar,Óscar Macías Romo,Daneion Parchment,49.5,9,5,1,475,86.5,1,8,1,42,4,4,4,13,2,0,86.5,79,68.8,12.5,1,5,3,1,2,13,0,2.4,7,1,5,3,1,86.5,79,68.8,12.5
46,Dallas,Away,W,2,Mazatlán,0,NA,3,Toyota Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/DAL_logo_Full_Color_480x480.png",MLS,1,"6,844",Frisco, Texas,Oshane Nation,Zachari Zeegelaar,Ojay Duhaney,Steffon Dewar,Óscar Macías Romo,Daneion Parchment,50.5,13,5,3,481,88.2,3,9,6,34,6,4,9,14,1,0,88.2,80.7,78.4,41.7,2,5,5,3,1,9,0,1.1,4,2,5,5,3,88.2,80.7,78.4,41.7
47,Pachuca,Home,T,0,Houston,3 ,L,1,Shell Energy Stadium,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-PAC-480x480_pqnrkb.png",Liga MX,0,"10,438",Houston, Texas,Edgar Allan Morales Olvera,Enrique Martínez Sandoval,Michel Caballero Galicia,Ismael Rosario López Peñuelas,Óscar Mejía García,Mario Terrazas Chávez,49.9,15,2,4,336,77.7,8,12,1,51,7,2,13,9,4,0,77.7,72.5,74.3,18.8,0,2,9,4,0,13,0,0.6,11,0,2,9,4,77.7,72.5,74.3,18.8
